Municípios,Código municipal,UF,domicílios
Mucuri,2922003,BA,19098
Mucurici,3203601,ES,2885
Muitos Capões,4312617,RS,1698
Muliterno,4312625,RS,675
Mulungu,2309102,CE,4454
Mulungu,2509800,PB,4173
Mulungu do Morro,2922052,BA,6636
Mundo Novo,2922102,BA,9707
Mundo Novo,5005681,MS,8390
Mundo Novo,5214051,GO,2876
Munhoz,3143807,MG,3984
Munhoz de Melo,4116307,PR,1781
Muniz Ferreira,2922201,BA,3564
Muniz Freire,3203700,ES,9253
Muquém do São Francisco,2922250,BA,4908
Muqui,3203809,ES,6221
Muriaé,3143906,MG,50591
Muribeca,2804300,SE,3692
Murici,2705507,AL,9528
Murici dos Portelas,2206696,PI,3500
Muricilândia,1713957,TO,1287
Muritiba,2922300,BA,12669
Murutinga do Sul,3532108,SP,1900
Mutuípe,2922409,BA,9935
Mutum,3144003,MG,13465
Mutunópolis,5214101,GO,1987
Muzambinho,3144102,MG,10887
Nacip Raydan,3144201,MG,1269
Nantes,3532157,SP,1375
Nanuque,3144300,MG,16864
Não-Me-Toque,4312658,RS,7755
Naque,3144359,MG,2701
Narandiba,3532207,SP,2569
Natal,2408102,RN,337029
Natalândia,3144375,MG,1674
Natércia,3144409,MG,2370
Natividade,1714203,TO,3864
Natividade,3303104,RJ,7513
Natividade da Serra,3532306,SP,6154
Natuba,2509909,PB,4178
Navegantes,4211306,SC,41121
Naviraí,5005707,MS,22526
Nazaré,1714302,TO,1935
Nazaré,2922508,BA,12532
Nazaré da Mata,2609501,PE,12651
Nazaré do Piauí,2206704,PI,3268
Nazaré Paulista,3532405,SP,11808
Nazareno,3144508,MG,4376
Nazarezinho,2510006,PB,3299
Nazária,2206720,PI,4974
Nazário,5214408,GO,3917
Neópolis,2804409,SE,7580
Nepomuceno,3144607,MG,11888
Nerópolis,5214507,GO,12716
Neves Paulista,3532504,SP,4561
Nhamundá,1303007,AM,5497
Nhandeara,3532603,SP,5209
Nicolau Vergueiro,4312674,RS,1437
Nilo Peçanha,2922607,BA,6115
Nilópolis,3303203,RJ,59830
Nina Rodrigues,2107209,MA,3561
Ninheira,3144656,MG,4308
Nioaque,5005806,MS,6501
Nipoã,3532702,SP,2268
Niquelândia,5214606,GO,21601
Nísia Floresta,2408201,RN,20175
Niterói,3303302,RJ,230789
Nobres,5105903,MT,6968
Nonoai,4312708,RS,6013
Nordestina,2922656,BA,6772
Normandia,1400407,RR,3569
Nortelândia,5106000,MT,2796
Nossa Senhora Aparecida,2804458,SE,4611
Nossa Senhora da Glória,2804508,SE,18337
Nossa Senhora das Dores,2804607,SE,12021
Nossa Senhora das Graças,4116406,PR,1688
Nossa Senhora de Lourdes,2804706,SE,2856
Nossa Senhora de Nazaré,2206753,PI,2231
Nossa Senhora do Livramento,5106109,MT,7787
Nossa Senhora do Socorro,2804805,SE,82833
Nossa Senhora dos Remédios,2206803,PI,3099
Nova Aliança,3532801,SP,3231
Nova Aliança do Ivaí,4116505,PR,619
Nova Alvorada,4312757,RS,1445
Nova Alvorada do Sul,5006002,MS,9647
Nova América,5214705,GO,1097
Nova América da Colina,4116604,PR,1433
Nova Andradina,5006200,MS,21566
Nova Araçá,4312807,RS,2052
Nova Aurora,4116703,PR,5443
Nova Aurora,5214804,GO,1135
Nova Bandeirantes,5106158,MT,6228
Nova Bassano,4312906,RS,3953
Nova Belém,3144672,MG,1734
Nova Boa Vista,4312955,RS,878
Nova Brasilândia,5106208,MT,2091
Nova Brasilândia D'Oeste,1100148,RO,7861
Nova Bréscia,4313003,RS,1466
Nova Campina,3532827,SP,3696
Nova Canaã,2922706,BA,6690
Nova Canaã do Norte,5106216,MT,5709
Nova Canaã Paulista,3532843,SP,1176
Nova Candelária,4313011,RS,1294
Nova Cantu,4116802,PR,3011
Nova Castilho,3532868,SP,575
Nova Colinas,2107258,MA,2011
Nova Crixás,5214838,GO,7880
Nova Cruz,2408300,RN,14199
Nova Era,3144706,MG,7506
Nova Erechim,4211405,SC,1956
Nova Esperança,4116901,PR,11618
Nova Esperança do Piriá,1504950,PA,7914
Nova Esperança do Sudoeste,4116950,PR,2325
Nova Esperança do Sul,4313037,RS,2211
Nova Europa,3532900,SP,3950
Nova Fátima,2922730,BA,4356
Nova Fátima,4117008,PR,3264
Nova Floresta,2510105,PB,4784
Nova Friburgo,3303401,RJ,97199
Nova Glória,5214861,GO,4301
Nova Granada,3533007,SP,8704
Nova Guarita,5108808,MT,2015
Nova Guataporanga,3533106,SP,1058
Nova Hartz,4313060,RS,8857
Nova Ibiá,2922755,BA,3312
Nova Iguaçu,3303500,RJ,352117
Nova Iguaçu de Goiás,5214879,GO,1467
Nova Independência,3533205,SP,1817
Nova Iorque,2107308,MA,1962
Nova Ipixuna,1504976,PA,6156
Nova Itaberaba,4211454,SC,1950
Nova Itarana,2922805,BA,3834
Nova Lacerda,5106182,MT,3068
Nova Laranjeiras,4117057,PR,4953
Nova Lima,3144805,MG,48413
Nova Londrina,4117107,PR,5349
Nova Luzitânia,3533304,SP,1469
Nova Mamoré,1100338,RO,12082
Nova Marilândia,5108857,MT,1638
Nova Maringá,5108907,MT,2563
Nova Módica,3144904,MG,1971
Nova Monte Verde,5108956,MT,4040
Nova Mutum,5106224,MT,20700
Nova Nazaré,5106174,MT,1586
Nova Odessa,3533403,SP,26040
Nova Olímpia,4117206,PR,2679
Nova Olímpia,5106232,MT,6674
Nova Olinda,1714880,TO,4644
Nova Olinda,2309201,CE,6730
Nova Olinda,2510204,PB,2848
Nova Olinda do Maranhão,2107357,MA,5375
Nova Olinda do Norte,1303106,AM,8398
Nova Pádua,4313086,RS,1062
Nova Palma,4313102,RS,2395
Nova Palmeira,2510303,PB,2203
Nova Petrópolis,4313201,RS,11769
Nova Ponte,3145000,MG,6275
Nova Porteirinha,3145059,MG,3041
Nova Prata,4313300,RS,11714
Nova Prata do Iguaçu,4117255,PR,4935
Nova Ramada,4313334,RS,988
Nova Redenção,2922854,BA,3951
Nova Resende,3145109,MG,7873
Nova Roma,5214903,GO,1855
Nova Roma do Sul,4313359,RS,1506
Nova Rosalândia,1715002,TO,1469
Nova Russas,2309300,CE,13668
Nova Santa Bárbara,4117214,PR,1868
Nova Santa Helena,5106190,MT,1951
Nova Santa Rita,2207959,PI,1907
Nova Santa Rita,4313375,RS,12256
Nova Santa Rosa,4117222,PR,3518
Nova Serrana,3145208,MG,42938
Nova Soure,2922904,BA,11993
Nova Tebas,4117271,PR,3148
Nova Timboteua,1505007,PA,5741
Nova Trento,4211504,SC,6325
Nova Ubiratã,5106240,MT,5112
Nova União,1101435,RO,2885
Nova União,3136603,MG,3430
Nova Venécia,3203908,ES,22704
Nova Veneza,4211603,SC,5675
Nova Veneza,5215009,GO,4236
Nova Viçosa,2923001,BA,21766
Nova Xavantina,5106257,MT,11043
Novais,3533254,SP,1929
Novo Acordo,1715101,TO,1772
Novo Airão,1303205,AM,5291
Novo Alegre,1715150,TO,933
Novo Aripuanã,1303304,AM,5583
Novo Barreiro,4313490,RS,1898
Novo Brasil,5215207,GO,2062
Novo Cabrais,4313391,RS,1912
Novo Cruzeiro,3145307,MG,12338
Novo Gama,5215231,GO,39592
Novo Hamburgo,4313409,RS,106318
Novo Horizonte,2923035,BA,5308
Novo Horizonte,3533502,SP,18980
Novo Horizonte,4211652,SC,1079
Novo Horizonte do Norte,5106273,MT,1769
Novo Horizonte do Oeste,1100502,RO,3961
Novo Horizonte do Sul,5006259,MS,2300
Novo Itacolomi,4117297,PR,1435
Novo Jardim,1715259,TO,1008
Novo Lino,2705606,AL,4214
Novo Machado,4313425,RS,1752
Novo Mundo,5106265,MT,3401
Novo Oriente,2309409,CE,12674
Novo Oriente de Minas,3145356,MG,4780
Novo Oriente do Piauí,2206902,PI,2972
Novo Planalto,5215256,GO,1818
Novo Progresso,1505031,PA,13888
Novo Repartimento,1505064,PA,26251
Novo Santo Antônio,2206951,PI,1561
Novo Santo Antônio,5106315,MT,1079
Novo São Joaquim,5106281,MT,3719
Novo Tiradentes,4313441,RS,925
Novo Triunfo,2923050,BA,4021
Novo Xingu,4313466,RS,723
Novorizonte,3145372,MG,2507
Nuporanga,3533601,SP,3431
Óbidos,1505106,PA,19117
Ocara,2309458,CE,12128
Ocauçu,3533700,SP,1989
Oeiras,2207009,PI,18074
Oeiras do Pará,1505205,PA,9863
Oiapoque,1600501,AP,9646
Olaria,3145406,MG,1188
Óleo,3533809,SP,1523
Olho d'Água,2510402,PB,3007
Olho d'Água das Cunhãs,2107407,MA,6822
Olho d'Água das Flores,2705705,AL,9140
Olho d'Água do Borges,2408409,RN,1903
Olho d'Água do Casado,2705804,AL,3814
Olho D'Água do Piauí,2207108,PI,1209
Olho d'Água Grande,2705903,AL,1830
Olhos-d'Água,3145455,MG,2949
Olímpia,3533908,SP,27756
Olímpio Noronha,3145505,MG,1304
Olinda,2609600,PE,153234
Olinda Nova do Maranhão,2107456,MA,5040
Olindina,2923100,BA,11237
Olivedos,2510501,PB,1833
Oliveira,3145604,MG,18389
Oliveira de Fátima,1715507,TO,555
Oliveira dos Brejinhos,2923209,BA,10991
Oliveira Fortes,3145703,MG,1099
Olivença,2706000,AL,5004
Onça de Pitangui,3145802,MG,1919
Onda Verde,3534005,SP,2090
Oratórios,3145851,MG,2032
Oriente,3534104,SP,2573
Orindiúva,3534203,SP,2623
Oriximiná,1505304,PA,22520
Orizânia,3145877,MG,3701
Orizona,5215306,GO,8235
Orlândia,3534302,SP,15334
Orleans,4211702,SC,10036
Orobó,2609709,PE,9722
Orocó,2609808,PE,5850
Orós,2309508,CE,9105
Ortigueira,4117305,PR,11423
Osasco,3534401,SP,289864
Oscar Bressane,3534500,SP,1238
Osório,4313508,RS,26361
Osvaldo Cruz,3534609,SP,13312
Otacílio Costa,4211751,SC,7368
Ourém,1505403,PA,7077
Ouriçangas,2923308,BA,3772
Ouricuri,2609907,PE,32040
Ourilândia do Norte,1505437,PA,13444
Ourinhos,3534708,SP,44446
Ourizona,4117404,PR,1458
Ouro,4211801,SC,3136
Ouro Branco,2408508,RN,2349
Ouro Branco,2706109,AL,5524
Ouro Branco,3145901,MG,17221
Ouro Fino,3146008,MG,16211
Ouro Preto,3146107,MG,37581
Ouro Preto do Oeste,1100155,RO,16423
Ouro Velho,2510600,PB,1545
Ouro Verde,3534807,SP,3637
Ouro Verde,4211850,SC,936
Ouro Verde de Goiás,5215405,GO,2173
Ouro Verde de Minas,3146206,MG,2523
Ouro Verde do Oeste,4117453,PR,2893
Ouroeste,3534757,SP,4718
Ourolândia,2923357,BA,9281
Ouvidor,5215504,GO,3773
Pacaembu,3534906,SP,4810
Pacajá,1505486,PA,17538
Pacajus,2309607,CE,30243
Pacaraima,1400456,RR,5087
Pacatuba,2309706,CE,32182
Pacatuba,2804904,SE,6388
Paço do Lumiar,2107506,MA,60826
Pacoti,2309805,CE,4863
Pacujá,2309904,CE,2798
Padre Bernardo,5215603,GO,16439
Padre Carvalho,3146255,MG,2345
Padre Marcos,2207207,PI,3409
Padre Paraíso,3146305,MG,7550
Paes Landim,2207306,PI,1941
Pai Pedro,3146552,MG,2873
Paial,4211876,SC,908
Paiçandu,4117503,PR,19074
Paim Filho,4313607,RS,1740
Paineiras,3146404,MG,2481
Painel,4211892,SC,1496
Pains,3146503,MG,3916
Paiva,3146602,MG,802
Pajeú do Piauí,2207355,PI,1719
Palestina,2706208,AL,1699
Palestina,3535002,SP,5650
Palestina de Goiás,5215652,GO,1786
Palestina do Pará,1505494,PA,2951
Palhano,2310001,CE,4254
Palhoça,4211900,SC,105851
Palma,3146701,MG,2977
Palma Sola,4212007,SC,3160
Palmácia,2310100,CE,4287
Palmares,2610004,PE,23734
Palmares do Sul,4313656,RS,16429
Palmares Paulista,3535101,SP,4009
Palmas,1721000,TO,129424
Palmas,4117602,PR,17370
Palmas de Monte Alto,2923407,BA,10286
Palmeira,4117701,PR,14904
Palmeira,4212056,SC,1577
Palmeira d'Oeste,3535200,SP,4578
Palmeira das Missões,4313706,RS,15008
Palmeira do Piauí,2207405,PI,2054
Palmeira dos Índios,2706307,AL,30820
Palmeirais,2207504,PI,6152
Palmeirândia,2107605,MA,7082
Palmeirante,1715705,TO,2488
Palmeiras,2923506,BA,5813
Palmeiras de Goiás,5215702,GO,15080
Palmeiras do Tocantins,1713809,TO,2097
Palmeirina,2610103,PE,3384
Palmeirópolis,1715754,TO,3620
Palmelo,5215801,GO,1198
Palminópolis,5215900,GO,1971
Palmital,3535309,SP,8773
Palmital,4117800,PR,6097
Palmitinho,4313805,RS,3585
Palmitos,4212106,SC,6981
Palmópolis,3146750,MG,3146
Palotina,4117909,PR,15188
Panamá,5216007,GO,1433
Panambi,4313904,RS,17885
Pancas,3204005,ES,9030
Panelas,2610202,PE,11822
Panorama,3535408,SP,7637
Pantano Grande,4313953,RS,4767
Pão de Açúcar,2706406,AL,10124
Papagaios,3146909,MG,5606
Papanduva,4212205,SC,8198
Paquetá,2207553,PI,1841
Pará de Minas,3147105,MG,41420
Paracambi,3303609,RJ,19373
Paracatu,3147006,MG,39829
Paracuru,2310209,CE,20215
Paragominas,1505502,PA,38234
Paraguaçu,3147204,MG,9819
Paraguaçu Paulista,3535507,SP,17460
Paraí,4314001,RS,2985
Paraíba do Sul,3303708,RJ,19119
Paraibano,2107704,MA,7653
Paraibuna,3535606,SP,10132
Paraipaba,2310258,CE,14338
Paraíso,3535705,SP,2827
Paraíso,4212239,SC,1987
Paraíso das Águas,5006275,MS,2943
Paraíso do Norte,4118006,PR,5547
Paraíso do Sul,4314027,RS,3351
Paraíso do Tocantins,1716109,TO,20983
Paraisópolis,3147303,MG,10605
Parambu,2310308,CE,15369
Paramirim,2923605,BA,8673
Paramoti,2310407,CE,5039
Paraná,2408607,RN,1611
Paranã,1716208,TO,5736
Paranacity,4118105,PR,4713
Paranaguá,4118204,PR,59236
Paranaíba,5006309,MS,20136
Paranaiguara,5216304,GO,4055
Paranaíta,5106299,MT,5257
Paranapanema,3535804,SP,9565
Paranapoema,4118303,PR,1111
Paranapuã,3535903,SP,1772
Paranatama,2610301,PE,5455
Paranatinga,5106307,MT,10579
Paranavaí,4118402,PR,39538
Paranhos,5006358,MS,4310
Paraopeba,3147402,MG,11127
Parapuã,3536000,SP,5136
Parari,2510659,PB,958
Paratinga,2923704,BA,11843
Paraty,3303807,RJ,25998
Paraú,2408706,RN,1722
Parauapebas,1505536,PA,104820
Paraúna,5216403,GO,5336
Parazinho,2408805,RN,2038
Pardinho,3536109,SP,4227
Pareci Novo,4314035,RS,2032
Parecis,1101450,RO,2384
Parelhas,2408904,RN,10396
Pariconha,2706422,AL,4758
Parintins,1303403,AM,29973
Paripiranga,2923803,BA,13115
Paripueira,2706448,AL,7339
Pariquera-Açu,3536208,SP,8444
Parisi,3536257,SP,1328
Parnaguá,2207603,PI,3963
Parnaíba,2207702,PI,64580
Parnamirim,2403251,RN,116679
Parnamirim,2610400,PE,9120
Parnarama,2107803,MA,12308
Parobé,4314050,RS,22833
Passa e Fica,2409100,RN,4724
Passa Quatro,3147600,MG,7166
Passa Sete,4314068,RS,1885
Passa Tempo,3147709,MG,4708
Passa Vinte,3147808,MG,1456
Passabém,3147501,MG,955
Passagem,2409209,RN,1401
Passagem,2510709,PB,1190
Passagem Franca,2107902,MA,7303
Passagem Franca do Piauí,2207751,PI,1633
Passira,2610509,PE,13411
Passo de Camaragibe,2706505,AL,5710
Passo de Torres,4212254,SC,9694
Passo do Sobrado,4314076,RS,2956
Passo Fundo,4314100,RS,95786
Passos,3147907,MG,51183
Passos Maia,4212270,SC,1610
Pastos Bons,2108009,MA,8144
Patis,3147956,MG,2624
Pato Bragado,4118451,PR,2397
Pato Branco,4118501,PR,38922
Patos,2510808,PB,45320
Patos de Minas,3148004,MG,77170
Patos do Piauí,2207777,PI,3163
Patrocínio,3148103,MG,38570
Patrocínio do Muriaé,3148202,MG,2981
Patrocínio Paulista,3536307,SP,6663
Patu,2409308,RN,5246
Paty do Alferes,3303856,RJ,14303
Pau Brasil,2923902,BA,4653
Pau D'Arco,1505551,PA,3222
Pau D'Arco,1716307,TO,1898
Pau D'Arco do Piauí,2207793,PI,1908
Pau dos Ferros,2409407,RN,13051
Paudalho,2610608,PE,23630
Pauini,1303502,AM,4740
Paula Cândido,3148301,MG,4347
Paula Freitas,4118600,PR,2681
Paulicéia,3536406,SP,5313
Paulínia,3536505,SP,42684
Paulino Neves,2108058,MA,5733
Paulista,2510907,PB,5261
Paulista,2610707,PE,157688
Paulistana,2207801,PI,10470
Paulistânia,3536570,SP,1022
Paulistas,3148400,MG,2034
Paulo Afonso,2924009,BA,49975
Paulo Bento,4314134,RS,995
Paulo de Faria,3536604,SP,3556
Paulo Frontin,4118709,PR,2780
Paulo Jacinto,2706604,AL,2966
Paulo Lopes,4212304,SC,4635
Paulo Ramos,2108108,MA,7681
Pavão,3148509,MG,3602
Paverama,4314159,RS,4078
Pavussu,2207850,PI,1918
Pé de Serra,2924058,BA,7004
Peabiru,4118808,PR,5826
Peçanha,3148608,MG,7359
Pederneiras,3536703,SP,18952
Pedra,2610806,PE,9666
Pedra Azul,3148707,MG,9188
Pedra Bela,3536802,SP,3572
Pedra Bonita,3148756,MG,2800
Pedra Branca,2310506,CE,18663
Pedra Branca,2511004,PB,1666
Pedra Branca do Amapari,1600154,AP,4777
Pedra do Anta,3148806,MG,1741
Pedra do Indaiá,3148905,MG,2207
Pedra Dourada,3149002,MG,1283
Pedra Grande,2409506,RN,1783
Pedra Lavrada,2511103,PB,3278
Pedra Mole,2805000,SE,1327
Pedra Preta,2409605,RN,1084
Pedra Preta,5106372,MT,9018
Pedralva,3149101,MG,5141
Pedranópolis,3536901,SP,1426
Pedrão,2924108,BA,2926
Pedras Altas,4314175,RS,1190
Pedras de Fogo,2511202,PB,12230
Pedras de Maria da Cruz,3149150,MG,5532
Pedras Grandes,4212403,SC,1987
Pedregulho,3537008,SP,7210
Pedreira,3537107,SP,17646
Pedreiras,2108207,MA,14473
Pedrinhas,2805109,SE,3608
Pedrinhas Paulista,3537156,SP,1238
Pedrinópolis,3149200,MG,1806
Pedro Afonso,1716505,TO,5847
Pedro Alexandre,2924207,BA,5913
Pedro Avelino,2409704,RN,2981
Pedro Canário,3204054,ES,9376
Pedro de Toledo,3537206,SP,6920
Pedro do Rosário,2108256,MA,7814
Pedro Gomes,5006408,MS,3894
Pedro II,2207900,PI,16485
Pedro Laurentino,2207934,PI,1158
Pedro Leopoldo,3149309,MG,27221
Pedro Osório,4314209,RS,3874
Pedro Régis,2512721,PB,2689
Pedro Teixeira,3149408,MG,1081
Pedro Velho,2409803,RN,5752
Peixe,1716604,TO,5346
Peixe-Boi,1505601,PA,3950
Peixoto de Azevedo,5106422,MT,13073
Pejuçara,4314308,RS,1607
Pelotas,4314407,RS,166058
Penaforte,2310605,CE,3984
Penalva,2108306,MA,11592
Penápolis,3537305,SP,27750
Pendências,2409902,RN,5269
Penedo,2706703,AL,24995
Penha,4212502,SC,20728
Pentecoste,2310704,CE,16703
Pequeri,3149507,MG,1676
Pequi,3149606,MG,2314
Pequizeiro,1716653,TO,2202
Perdigão,3149705,MG,6545
Perdizes,3149804,MG,8238
Perdões,3149903,MG,9734
Pereira Barreto,3537404,SP,11809
Pereiras,3537503,SP,4565
Pereiro,2310803,CE,7362
Peri Mirim,2108405,MA,4613
Periquito,3149952,MG,3074
Peritiba,4212601,SC,1369
Peritoró,2108454,MA,7305
Perobal,4118857,PR,3325
Pérola,4118907,PR,5793
Pérola d'Oeste,4119004,PR,2737
Perolândia,5216452,GO,1346
Peruíbe,3537602,SP,53120
Pescador,3150000,MG,1703
Pescaria Brava,4212650,SC,4422
Pesqueira,2610905,PE,29617
Petrolândia,2611002,PE,14047
Petrolândia,4212700,SC,2925
Petrolina,2611101,PE,159256
Petrolina de Goiás,5216809,GO,4759
Petrópolis,3303906,RJ,138596
Piaçabuçu,2706802,AL,7955
Piacatu,3537701,SP,2476
Piancó,2511301,PB,7210
Piatã,2924306,BA,9541
Piau,3150109,MG,1823
Picada Café,4314423,RS,2552
Piçarra,1505635,PA,5452
Picos,2208007,PI,36224
Picuí,2511400,PB,9722
Piedade,3537800,SP,27013
Piedade de Caratinga,3150158,MG,4087
Piedade de Ponte Nova,3150208,MG,1597
Piedade do Rio Grande,3150307,MG,2820
Piedade dos Gerais,3150406,MG,3311
Piên,4119103,PR,5641
Pilão Arcado,2924405,BA,15536
Pilar,2511509,PB,5211
Pilar,2706901,AL,14265
Pilar de Goiás,5216908,GO,1260
Pilar do Sul,3537909,SP,13053
Pilões,2410009,RN,1353
Pilões,2511608,PB,2672
Pilõezinhos,2511707,PB,2214
Pimenta,3150505,MG,4650
Pimenta Bueno,1100189,RO,16464
Pimenteiras,2208106,PI,6168
Pimenteiras do Oeste,1101468,RO,1239
Pindaí,2924504,BA,6750
Pindamonhangaba,3538006,SP,68374
Pindaré-Mirim,2108504,MA,11028
Pindoba,2707008,AL,1077
Pindobaçu,2924603,BA,9219
Pindorama,3538105,SP,6422
Pindorama do Tocantins,1717008,TO,2113
Pindoretama,2310852,CE,10578
Pingo-d'Água,3150539,MG,1933
Pinhais,4119152,PR,51243
Pinhal,4314456,RS,1189
Pinhal da Serra,4314464,RS,1206
Pinhal de São Bento,4119251,PR,1103
Pinhal Grande,4314472,RS,1768
Pinhalão,4119202,PR,2935
Pinhalzinho,3538204,SP,9203
Pinhalzinho,4212908,SC,8521
Pinhão,2805208,SE,2772
Pinhão,4119301,PR,13830
Pinheiral,3303955,RJ,10853
Pinheirinho do Vale,4314498,RS,1996
Pinheiro,2108603,MA,32003
Pinheiro Machado,4314506,RS,6556
Pinheiro Preto,4213005,SC,1325
Pinheiros,3204104,ES,10379
Pintadas,2924652,BA,4941
Pinto Bandeira,4314548,RS,1267
Pintópolis,3150570,MG,2973
Pio IX,2208205,PI,9013
Pio XII,2108702,MA,8037
Piquerobi,3538303,SP,1771
Piquet Carneiro,2310902,CE,7203
Piquete,3538501,SP,5775
Piracaia,3538600,SP,13161
Piracanjuba,5217104,GO,13719
Piracema,3150604,MG,4094
Piracicaba,3538709,SP,190944
Piracuruca,2208304,PI,13386
Piraí,3304003,RJ,13143
Piraí do Norte,2924678,BA,4239
Piraí do Sul,4119400,PR,10183
Piraju,3538808,SP,13424
Pirajuba,3150703,MG,2443
Pirajuí,3538907,SP,9385
Pirambu,2805307,SE,4895
Piranga,3150802,MG,7893
Pirangi,3539004,SP,4942
Piranguçu,3150901,MG,3079
Piranguinho,3151008,MG,4467
Piranhas,2707107,AL,9802
Piranhas,5217203,GO,5602
Pirapemas,2108801,MA,5774
Pirapetinga,3151107,MG,5262
Pirapó,4314555,RS,1168
Pirapora,3151206,MG,23417
Pirapora do Bom Jesus,3539103,SP,7618
Pirapozinho,3539202,SP,10875
Piraquara,4119509,PR,43693
Piraquê,1717206,TO,1178
Pirassununga,3539301,SP,35617
Piratini,4314605,RS,10863
Piratininga,3539400,SP,6877
Piratuba,4213104,SC,3591
Piraúba,3151305,MG,5529
Pirenópolis,5217302,GO,15028
Pires do Rio,5217401,GO,14420
Pires Ferreira,2310951,CE,3910
Piripá,2924702,BA,4744
Piripiri,2208403,PI,26741
Piritiba,2924801,BA,9874
Pirpirituba,2511806,PB,3991
Pitanga,4119608,PR,14205
Pitangueiras,3539509,SP,14114
Pitangueiras,4119657,PR,1251
Pitangui,3151404,MG,12168
Pitimbu,2511905,PB,12830
Pium,1717503,TO,3323
Piúma,3204203,ES,16542
Piumhi,3151503,MG,16433
Placas,1505650,PA,8166
Plácido de Castro,1200385,AC,7245
Planaltina,5217609,GO,47272
Planaltina do Paraná,4119707,PR,1808
Planaltino,2924900,BA,4068
Planalto,2925006,BA,11207
Planalto,3539608,SP,2084
Planalto,4119806,PR,5690
Planalto,4314704,RS,4653
Planalto Alegre,4213153,SC,1222
Planalto da Serra,5106455,MT,1557
Planura,3151602,MG,5735
Platina,3539707,SP,1412
Poá,3539806,SP,40112
Poção,2611200,PE,5515
Poção de Pedras,2108900,MA,7490
Pocinhos,2512002,PB,7851
Poço Branco,2410108,RN,4757
Poço Dantas,2512036,PB,1686
Poço das Antas,4314753,RS,1043
Poço das Trincheiras,2707206,AL,5325
Poço de José de Moura,2512077,PB,1923
Poço Fundo,3151701,MG,8122
Poço Redondo,2805406,SE,15114
Poço Verde,2805505,SE,11312
Poções,2925105,BA,21770
Poconé,5106505,MT,14280
Poços de Caldas,3151800,MG,79891
Pocrane,3151909,MG,4524
Pojuca,2925204,BA,16239
Poloni,3539905,SP,2708
Pombal,2512101,PB,15181
Pombos,2611309,PE,12835
Pomerode,4213203,SC,13056
Pompéia,3540002,SP,8942
Pompéu,3152006,MG,15212
Pongaí,3540101,SP,1764
Ponta de Pedras,1505700,PA,9505
Ponta Grossa,4119905,PR,156341
Ponta Porã,5006606,MS,37658
Pontal,3540200,SP,15448
Pontal do Araguaia,5106653,MT,3322
Pontal do Paraná,4119954,PR,36881
Pontalina,5217708,GO,9010
Pontalinda,3540259,SP,1839
Pontão,4314779,RS,1517
Ponte Alta,4213302,SC,2154
Ponte Alta do Bom Jesus,1717800,TO,2259
Ponte Alta do Norte,4213351,SC,1292
Ponte Alta do Tocantins,1717909,TO,3312
Ponte Branca,5106703,MT,1111
Ponte Nova,3152105,MG,25623
Ponte Preta,4314787,RS,707
Ponte Serrada,4213401,SC,4354
Pontes e Lacerda,5106752,MT,20799
Pontes Gestal,3540309,SP,1246
Ponto Belo,3204252,ES,3107
Ponto Chique,3152131,MG,1874
Ponto dos Volantes,3152170,MG,4779
Ponto Novo,2925253,BA,8643
Populina,3540408,SP,2122
Poranga,2311009,CE,6065
Porangaba,3540507,SP,6931
Porangatu,5218003,GO,19420
Porciúncula,3304102,RJ,8183
Porecatu,4120002,PR,5206
Portalegre,2410207,RN,3448
Portão,4314803,RS,15341
Porteirão,5218052,GO,1719
Porteiras,2311108,CE,7018
Porteirinha,3152204,MG,17827
Portel,1505809,PA,15318
Portelândia,5218102,GO,1784
Porto,2208502,PI,4062
Porto Acre,1200807,AC,7273
Porto Alegre,4314902,RS,687679
Porto Alegre do Norte,5106778,MT,4692
Porto Alegre do Piauí,2208551,PI,1057
Porto Alegre do Tocantins,1718006,TO,1227
Porto Amazonas,4120101,PR,1881
Porto Barreiro,4120150,PR,1396
Porto Belo,4213500,SC,15093
Porto Calvo,2707305,AL,9300
Porto da Folha,2805604,SE,14274
Porto de Moz,1505908,PA,10520
Porto de Pedras,2707404,AL,4183
Porto do Mangue,2410256,RN,2492
Porto dos Gaúchos,5106802,MT,2632
Porto Esperidião,5106828,MT,5062
Porto Estrela,5106851,MT,1751
Porto Feliz,3540606,SP,23720
Porto Ferreira,3540705,SP,22195
Porto Firme,3152303,MG,4962
Porto Franco,2109007,MA,9624
Porto Grande,1600535,AP,7881
Porto Lucena,4315008,RS,2396
Porto Mauá,4315057,RS,1234
Porto Murtinho,5006903,MS,5656
Porto Nacional,1718204,TO,29950
Porto Real,3304110,RJ,8723
Porto Real do Colégio,2707503,AL,8551
Porto Rico,4120200,PR,2792
Porto Rico do Maranhão,2109056,MA,2197
Porto Seguro,2925303,BA,83218
Porto União,4213609,SC,13706
Porto Velho,1100205,RO,203556
Porto Vera Cruz,4315073,RS,1009
Porto Vitória,4120309,PR,1647
Porto Walter,1200393,AC,3279
Porto Xavier,4315107,RS,4717
Posse,5218300,GO,14962
Poté,3152402,MG,6945
Potengi,2311207,CE,4337
Potim,3540754,SP,6465
Potiraguá,2925402,BA,4038
Potirendaba,3540804,SP,7930
Potiretama,2311231,CE,2813
Pouso Alegre,3152501,MG,70859
Pouso Alto,3152600,MG,3383
Pouso Novo,4315131,RS,801
Pouso Redondo,4213708,SC,6769
